,Id,Predicted
891,3357_2023-07-24,0.17
892,3359_2023-08-11,0.26
893,3360_2023-06-21,0.09
894,3363_2023-12-15,0.51
895,3364_2023-01-25,0.71
896,3366_2023-12-21,0.87
897,3375_2023-11-07,0.03
898,3379_2023-06-26,0.29
899,3385_2023-11-20,0.94
900,3388_2023-08-02,0.75
901,3391_2023-11-22,0.67
902,3393_2023-12-15,0.44
903,3394_2023-12-19,0.08
904,3395_2023-12-13,0.73
905,3398_2023-11-08,0.08
906,3402_2023-11-29,0.06
907,3403_2023-10-16,0.2
908,3406_2023-07-16,0.02
909,3425_2023-05-31,0.69
910,3427_2023-11-30,0.28
911,3429_2023-12-07,0.02
912,3434_2023-12-19,0.43
913,3436_2023-12-19,0.2
914,3437_2023-07-25,0.12
915,3438_2023-10-02,0.37
916,3440_2023-12-01,0.02
917,3450_2023-11-02,0.4
918,3451_2023-11-29,0.0
919,3453_2023-06-27,0.27
920,3454_2023-11-07,0.03
921,3458_2023-12-19,0.51
922,3462_2023-12-22,0.3
923,3475_2023-12-13,0.98
924,3479_2023-12-08,0.47
925,3481_2023-02-08,0.92
926,3485_2023-11-10,0.98
927,3490_2023-03-10,0.44
928,3492_2023-11-16,0.04
929,3495_2023-11-03,0.15
930,3497_2023-12-06,0.29
931,3502_2023-02-17,0.87
932,3507_2023-11-21,0.22
933,3510_2023-11-16,0.12
934,3518_2023-11-13,0.34
935,3519_2023-11-08,0.66
936,3523_2023-10-09,0.11
937,3531_2023-12-13,0.88
938,3537_2023-02-06,0.04
939,3541_2023-03-09,0.35
940,3549_2023-11-27,0.36
941,3550_2023-12-28,0.01
942,3553_2023-12-05,0.17
943,3558_2023-01-31,0.24
944,3562_2023-12-13,0.87
945,3566_2023-11-16,0.04
946,3568_2023-11-17,0.05
947,3579_2023-11-10,0.25
948,3583_2023-11-16,0.04
949,3588_2023-11-21,0.35
950,3592_2023-12-08,0.15
951,3595_2023-11-21,0.65
952,3596_2023-11-01,0.51
953,3597_2023-11-21,0.04
954,3599_2023-11-20,0.22
955,3600_2023-11-11,0.27
956,3601_2023-08-25,0.01
957,3610_2023-11-17,0.37
958,3612_2023-06-30,0.11
959,3618_2023-11-22,0.92
960,3625_2023-11-16,0.72
961,3626_2023-11-14,0.88
962,3627_2023-11-20,0.15
963,3628_2023-05-11,0.82
964,3629_2023-01-18,0.86
965,3634_2023-09-01,0.88
966,3636_2023-11-15,0.9
967,3637_2023-12-18,0.99
968,3644_2023-10-26,0.99
969,3645_2023-12-21,0.24
970,3653_2023-12-13,0.9
971,3665_2023-05-26,0.85
972,3668_2023-12-22,0.14
973,3673_2023-12-05,0.24
974,3674_2023-12-20,0.93
975,3678_2023-02-08,0.91
976,3681_2023-11-15,0.54
977,3682_2023-11-10,0.32
978,3686_2023-12-12,0.64
979,3692_2023-09-25,0.06
980,3693_2023-05-22,0.16
981,3695_2023-07-24,0.16
982,3697_2023-11-09,0.55
983,3699_2023-12-12,0.35
984,3700_2023-03-31,0.81
985,3703_2023-06-16,0.44
986,3710_2023-10-06,0.5
987,3713_2023-12-13,0.89
988,3716_2023-07-20,0.58
989,3718_2023-11-10,0.1
990,3720_2023-11-03,0.95
991,3721_2023-11-22,0.91
992,3731_2023-12-13,0.7
993,3732_2023-12-27,0.7
994,3733_2023-11-14,0.18
995,3742_2023-12-22,0.16
996,3743_2023-11-13,0.07
997,3745_2023-08-11,0.88
998,3749_2023-03-07,0.82
999,3760_2023-11-07,0.22
1000,3767_2023-12-19,0.05
1001,3778_2023-11-03,0.23
1002,3786_2023-11-03,0.71
1003,3788_2023-11-09,0.25
1004,3793_2023-11-29,0.06
1005,3795_2023-12-21,0.08
1006,3797_2023-11-28,0.34
1007,3800_2023-12-27,0.47
1008,3804_2023-12-01,0.17
1009,3811_2023-02-08,0.01
1010,3818_2023-12-22,0.18
1011,3820_2023-11-28,0.02
1012,3821_2023-12-15,0.08
1013,3822_2023-12-08,0.11
1014,3824_2023-03-03,0.02
1015,3829_2023-11-29,0.17
1016,3840_2023-05-12,0.06
1017,3846_2023-07-24,0.14
1018,3850_2023-12-12,0.81
1019,3863_2023-12-13,0.2
1020,3868_2023-08-03,0.15
1021,3871_2023-08-28,0.91
1022,3875_2023-09-21,0.1
1023,3876_2023-08-29,0.34
1024,3877_2023-08-03,0.36
1025,3878_2023-11-10,0.12
1026,3890_2023-11-14,0.34
1027,3893_2023-12-06,0.12
1028,3894_2023-12-07,0.88
1029,3896_2023-11-21,0.28
1030,3897_2023-06-06,0.25
1031,3900_2023-06-26,0.04
1032,3902_2023-11-22,0.25
1033,3907_2023-08-14,0.07
1034,3908_2023-12-07,0.79
1035,3909_2023-11-30,0.18
1036,3915_2023-12-15,0.79
1037,3917_2023-11-13,0.84
1038,3923_2023-11-18,0.03
1039,3924_2023-12-25,0.09
1040,3931_2023-10-10,0.05
1041,3932_2023-11-01,0.0
1042,3933_2023-12-04,0.05
1043,3938_2023-11-09,0.03
1044,3945_2023-10-19,0.03
1045,3949_2023-12-19,0.18
1046,3953_2023-11-21,0.06
1047,3959_2023-12-06,0.1
1048,3961_2023-11-20,0.24
1049,3963_2023-11-29,0.38
1050,3969_2023-12-05,0.26
1051,3976_2023-12-08,0.26
1052,3981_2023-12-22,0.38
1053,3986_2023-12-15,0.34
1054,3987_2023-07-19,0.13
1055,3988_2023-06-16,0.32
1056,3996_2023-11-02,0.12
1057,3999_2023-12-20,0.07
1058,4007_2023-12-09,0.28
1059,4021_2023-11-23,0.03
1060,4025_2023-12-15,0.12
1061,4028_2023-11-20,0.11
1062,4031_2023-05-23,0.3
1063,4033_2023-11-04,0.07
1064,4043_2023-11-16,0.94
1065,4056_2023-06-21,0.17
1066,4058_2023-11-27,0.0
1067,4066_2023-12-22,0.45
1068,4075_2023-11-21,0.15
1069,4076_2023-12-07,0.0
1070,4077_2023-07-04,0.43
1071,4085_2023-02-10,0.06
1072,4086_2023-11-22,0.05
1073,4091_2023-08-28,0.27
1074,4094_2023-12-27,0.04
1075,4099_2023-11-22,0.16
1076,4101_2023-12-25,0.33
1077,4107_2023-12-25,0.69
1078,4109_2023-12-01,0.91
1079,4110_2023-12-08,0.26
1080,4116_2023-11-22,0.8
1081,4118_2023-04-07,0.1
1082,4119_2023-11-23,0.3
1083,4122_2023-09-11,0.25
1084,4127_2023-06-08,0.11
1085,4128_2023-10-04,0.16
1086,4130_2023-11-14,0.28
1087,4131_2023-11-17,0.3
1088,4133_2023-10-30,0.94
1089,4137_2023-11-20,0.24
1090,4138_2023-11-02,0.19
1091,4142_2023-11-22,0.29
1092,4150_2023-11-21,0.84
1093,4159_2023-11-21,0.29
1094,4171_2023-11-02,0.01
1095,4173_2023-11-08,0.28
1096,4180_2023-11-14,0.22
1097,4181_2023-08-31,0.03
1098,4185_2023-06-07,0.53
1099,4187_2023-12-08,0.06
1100,4190_2023-11-18,0.01
1101,4192_2023-06-21,0.08
1102,4198_2023-12-12,0.87
1103,4205_2023-12-01,0.34
1104,4207_2023-11-02,0.14
1105,4209_2023-11-15,0.01
1106,4212_2023-12-26,0.01
1107,4213_2023-03-30,0.21
1108,4215_2023-07-11,0.23
1109,4217_2023-07-27,0.11
1110,4218_2023-07-25,0.19
1111,4222_2023-12-19,0.71
1112,4231_2023-12-10,0.18
1113,4236_2023-11-17,0.16
1114,4237_2023-12-14,0.52
1115,4238_2023-11-19,0.07
1116,4240_2023-11-21,0.09
1117,4247_2023-11-02,0.8
1118,4250_2023-12-20,0.0
1119,4253_2023-11-02,0.8
1120,4264_2023-12-11,0.89
1121,4266_2023-04-17,0.28
1122,4267_2023-06-22,0.09
1123,4274_2023-08-23,0.97
1124,4276_2023-12-20,0.95
1125,4277_2023-12-13,0.19
1126,4280_2023-11-16,0.02
1127,4285_2023-12-09,0.08
1128,4286_2023-12-06,0.12
1129,4292_2023-12-14,0.21
1130,4294_2023-10-11,0.11
1131,4326_2023-12-20,0.01
1132,4328_2023-10-26,0.02
1133,4332_2023-12-13,0.02
1134,4340_2023-08-14,0.14
1135,4342_2023-12-21,0.18
1136,4345_2023-11-03,0.19
1137,4351_2023-11-01,0.3
1138,4354_2023-11-08,0.36
1139,4363_2023-11-09,0.46
1140,4374_2023-04-30,0.08
1141,4375_2023-11-01,0.24
1142,4377_2023-12-11,0.41
1143,4378_2023-12-08,0.64
1144,4379_2023-11-23,0.39
1145,4386_2023-11-10,0.06
1146,4396_2023-12-12,0.01
1147,4399_2023-12-25,0.26
1148,4411_2023-12-01,0.86
1149,4415_2023-11-25,0.59
1150,4420_2023-12-11,0.96
1151,4423_2023-04-24,0.27
1152,4425_2023-12-12,0.55
1153,4426_2023-03-31,0.36
1154,4429_2023-12-19,0.01
1155,4433_2023-04-04,0.94
1156,4438_2023-12-18,0.18
1157,4443_2023-11-22,0.08
1158,4448_2023-12-14,0.08
1159,4450_2023-12-13,0.01
1160,4459_2023-08-26,0.07
1161,4467_2023-11-21,0.46
1162,4469_2023-12-01,0.11
1163,4471_2023-12-08,0.92
1164,4472_2023-07-18,0.8
1165,4473_2023-11-20,0.91
1166,4477_2023-12-19,0.05
1167,4479_2023-12-25,0.09
1168,4481_2023-08-28,0.12
1169,4482_2023-11-09,0.09
1170,4485_2023-12-27,0.92
1171,4490_2023-11-29,0.75
1172,4494_2023-12-11,0.72
1173,4497_2023-11-21,0.13
1174,4498_2023-12-11,0.02
1175,4505_2023-12-06,0.0
1176,4512_2023-12-27,0.1
1177,4522_2023-12-07,0.78
1178,4525_2023-12-12,0.19
1179,4532_2023-06-20,0.44
1180,4538_2023-11-08,0.03
1181,4547_2023-12-20,0.93
1182,4548_2023-09-19,0.62
1183,4549_2023-11-08,0.11
1184,4561_2023-11-10,0.97
1185,4563_2023-12-11,0.18
1186,4567_2023-03-22,0.35
1187,4568_2023-11-13,0.49
1188,4576_2023-11-02,0.88
1189,4579_2023-01-16,0.55
1190,4585_2023-10-04,0.31
1191,4586_2023-12-12,0.12
1192,4590_2023-11-22,0.08
1193,4593_2023-07-19,0.08
1194,4594_2023-11-29,0.08
1195,4595_2023-12-15,0.13
1196,4608_2023-12-06,0.01
1197,4609_2023-11-07,0.09
1198,4611_2023-11-27,0.04
1199,4613_2023-06-30,0.3
1200,4614_2023-07-03,0.18
1201,4615_2023-12-27,0.15
1202,4619_2023-05-29,0.06
1203,4622_2023-11-09,0.19
1204,4624_2023-11-09,0.01
1205,4627_2023-03-23,0.07
1206,4630_2023-08-29,0.86
1207,4632_2023-11-03,0.1
1208,4635_2023-11-30,0.06
1209,4637_2023-11-14,0.75
1210,4641_2023-11-02,0.83
1211,4646_2023-12-22,0.11
1212,4649_2023-12-20,0.3
1213,4658_2023-01-31,0.21
1214,4659_2023-08-11,0.15
1215,4660_2023-12-15,0.69
1216,4661_2023-06-23,0.65
1217,4671_2023-12-05,0.02
1218,4686_2023-05-29,0.65
1219,4689_2023-12-08,0.8
1220,4694_2023-12-12,0.02
1221,4700_2023-12-03,0.84
1222,4703_2023-12-20,0.13
1223,4704_2023-11-22,0.8
1224,4707_2023-08-17,0.16
1225,4709_2023-11-28,0.29
1226,4714_2023-11-07,0.08
1227,4720_2023-12-28,0.15
1228,4730_2023-12-01,0.54
1229,4746_2023-12-19,0.2
1230,4748_2023-03-17,0.07
1231,4754_2023-11-25,0.03
1232,4755_2023-12-06,0.13
1233,4760_2023-12-06,0.12
1234,4761_2023-08-28,0.04
1235,4765_2023-03-14,0.11
1236,4767_2023-11-07,0.08
1237,4771_2023-10-11,0.09
1238,4774_2023-12-18,0.48
1239,4778_2023-02-27,0.02
1240,4780_2023-02-08,0.8
1241,4781_2023-08-08,0.84
1242,4784_2023-05-02,0.97
1243,4789_2023-12-08,0.95
1244,4790_2023-12-01,0.45
1245,4792_2023-03-07,0.25
1246,4794_2023-11-23,0.1
1247,4798_2023-11-15,0.39
1248,4804_2023-11-13,0.97
1249,4805_2023-10-12,0.03
1250,4807_2023-02-10,0.77
1251,4812_2023-12-21,0.85
1252,4815_2023-05-04,0.09
1253,4828_2023-02-08,0.83
1254,4840_2023-07-19,0.96
1255,4841_2023-12-21,0.64
1256,4842_2023-03-16,0.23
1257,4853_2023-07-19,0.53
1258,4859_2023-12-14,0.09
1259,4864_2023-10-16,0.33
1260,4865_2023-12-21,0.07
1261,4869_2023-08-08,0.56
1262,4873_2023-11-21,0.26
1263,4878_2023-12-15,0.89
1264,4879_2023-11-22,0.01
1265,4887_2023-12-21,0.5
1266,4890_2023-11-03,0.05
1267,4895_2023-12-08,0.09
1268,4899_2023-06-22,0.29
1269,4902_2023-11-08,0.19
1270,4905_2023-11-16,0.15
1271,4907_2023-02-16,0.13
1272,4908_2023-11-07,0.18
1273,4910_2023-11-15,0.67
1274,4912_2023-06-10,0.12
1275,4913_2023-12-26,0.15
1276,4918_2023-12-07,0.1
1277,4919_2023-12-16,0.22
1278,4922_2023-05-25,0.1
1279,4930_2023-11-10,0.07
1280,4936_2023-09-07,0.22
1281,4941_2023-09-30,0.18
1282,4942_2023-12-14,0.81
1283,4947_2023-02-02,0.6
1284,4950_2023-01-31,0.83
1285,4953_2023-05-11,0.97
1286,4956_2023-11-02,0.85
1287,4958_2023-11-02,0.11
1288,4962_2023-11-23,0.11
1289,4966_2023-12-12,0.82
1290,4967_2023-12-21,0.93
1291,4989_2023-10-25,0.16
1292,4990_2023-12-07,0.98
1293,4991_2023-12-15,0.8
1294,4998_2023-12-27,0.36
1295,5003_2023-12-08,0.15
1296,5004_2023-11-30,0.01
1297,5011_2023-11-02,0.67
1298,5018_2023-02-09,0.76
1299,5022_2023-10-12,0.51
1300,5025_2023-01-19,0.45
1301,5027_2023-08-30,0.93
1302,5030_2023-02-17,0.77
1303,5033_2023-11-08,0.37
1304,5034_2023-11-14,0.31
1305,5035_2023-12-20,0.85
1306,5046_2023-12-19,0.81
1307,5056_2023-11-03,0.32
1308,5058_2023-07-17,0.41
1309,5069_2023-11-14,0.29
1310,5073_2023-11-01,0.89
1311,5074_2023-12-14,0.91
1312,5078_2023-11-22,0.92
1313,5084_2023-12-01,0.94
1314,5086_2023-11-22,0.11
1315,5088_2023-12-28,0.35
1316,5100_2023-11-03,0.06
1317,5105_2023-12-08,0.03
1318,5109_2023-12-15,0.81
1319,5112_2023-12-01,0.03
1320,5115_2023-11-09,0.1
1321,5118_2023-12-01,0.4
1322,5124_2023-02-21,0.35
1323,5127_2023-12-13,0.03
1324,5132_2023-11-27,0.17
1325,5139_2023-11-01,0.39
1326,5142_2023-11-10,0.11
1327,5144_2023-12-14,0.24
1328,5145_2023-11-20,0.61
1329,5152_2023-11-02,0.51
1330,5154_2023-12-01,0.02
1331,5164_2023-11-21,0.03
1332,5166_2023-11-20,0.03
1333,5167_2023-11-28,0.04
1334,5176_2023-11-22,0.1
1335,5177_2023-11-19,0.12
1336,5183_2023-02-01,0.03
1337,5184_2023-10-12,0.16
1338,5189_2023-11-08,0.48
1339,5190_2023-12-18,0.14
1340,5195_2023-12-14,0.55
1341,5196_2023-11-24,0.53
1342,5197_2023-07-05,0.09
1343,5198_2023-12-18,0.18
1344,5201_2023-12-16,0.19
1345,5206_2023-01-24,0.12
1346,5207_2023-03-09,0.03
1347,5209_2023-12-01,0.28
1348,5211_2023-11-10,0.4
1349,5215_2023-12-13,0.71
1350,5216_2023-12-28,0.18
1351,5231_2023-12-14,0.28
1352,5237_2023-12-05,0.09
1353,5244_2023-12-20,0.05
1354,5253_2023-02-03,0.25
1355,5256_2023-11-22,0.04
1356,5257_2023-12-25,0.25
1357,5260_2023-11-15,0.0
1358,5265_2023-11-01,0.18
1359,5267_2023-11-09,0.01
1360,5270_2023-08-23,0.1
1361,5271_2023-08-18,0.07
1362,5285_2023-12-21,0.03
1363,5295_2023-09-11,0.09
1364,5300_2023-12-08,0.26
1365,5308_2023-05-16,0.12
1366,5312_2023-02-06,0.21
1367,5317_2023-08-31,0.46
1368,5326_2023-12-13,0.46
1369,5329_2023-11-07,0.14
1370,5330_2023-12-19,0.19
1371,5333_2023-11-22,0.3
1372,5338_2023-11-11,0.24
1373,5341_2023-11-13,0.02
1374,5342_2023-08-07,0.12
1375,5348_2023-01-25,0.02
1376,5349_2023-11-15,0.17
1377,5350_2023-06-23,0.87
1378,5351_2023-06-22,0.15
1379,5357_2023-06-11,0.05
1380,5366_2023-12-15,0.11
1381,5371_2023-12-08,0.07
1382,5375_2023-11-02,0.17
1383,5376_2023-12-05,0.05
1384,5381_2023-11-23,0.08
1385,5386_2023-12-19,0.4
1386,5388_2023-12-01,0.01
1387,5394_2023-12-20,0.35
1388,5395_2023-07-24,0.08
1389,5399_2023-08-22,0.29
1390,5404_2023-11-11,0.09
1391,5407_2023-12-15,0.03
1392,5409_2023-06-13,0.01
1393,5411_2023-12-20,0.01
1394,5422_2023-12-21,0.9
1395,5423_2023-12-07,0.92
1396,5430_2023-12-20,0.12
1397,5432_2023-12-15,0.09
1398,5433_2023-09-19,0.0
1399,5437_2023-12-01,0.72
1400,5439_2023-11-30,0.97
1401,5440_2023-11-21,0.44
1402,5444_2023-11-27,0.02
1403,5447_2023-12-12,0.11
1404,5448_2023-09-12,0.74
1405,5467_2023-12-14,0.23
1406,5477_2023-11-08,0.03
1407,5481_2023-11-22,0.33
1408,5483_2023-11-03,0.12
1409,5485_2023-11-29,0.03
1410,5488_2023-02-09,0.55
1411,5490_2023-04-12,0.71
1412,5499_2023-12-15,0.85
1413,5501_2023-03-20,0.21
1414,5502_2023-12-19,0.15
1415,5503_2023-12-15,0.96
1416,5506_2023-12-09,0.18
1417,5507_2023-12-07,0.65
1418,5514_2023-11-13,0.02
1419,5520_2023-06-27,0.11
1420,5522_2023-09-21,0.04
1421,5524_2023-09-11,0.1
1422,5531_2023-03-13,0.03
1423,5532_2023-11-27,0.11
1424,5538_2023-12-22,0.15
1425,5539_2023-12-12,0.18
1426,5540_2023-08-10,0.15
1427,5547_2023-12-21,0.05
1428,5552_2023-12-11,0.91
1429,5561_2023-09-21,0.05
1430,5564_2023-11-22,0.18
1431,5565_2023-11-29,0.26
1432,5571_2023-12-20,0.04
1433,5577_2023-12-15,0.27
1434,5578_2023-11-06,0.09
1435,5581_2023-12-07,0.2
1436,5584_2023-12-19,0.05
1437,5587_2023-04-13,0.75
1438,5594_2023-01-27,0.1
1439,5595_2023-12-22,0.23
1440,5601_2023-11-27,0.01
1441,5616_2023-11-07,0.07
1442,5617_2023-12-12,0.9
1443,5622_2023-12-07,0.24
1444,5624_2023-06-23,0.04
1445,5625_2023-11-16,0.0
1446,5629_2023-11-13,0.94
1447,5632_2023-12-07,0.94
1448,5638_2023-10-24,0.02
1449,5639_2023-11-13,0.75
1450,5643_2023-11-01,0.04
1451,5646_2023-11-09,0.0
1452,5648_2023-12-13,0.14
1453,5656_2023-11-27,0.36
1454,5661_2023-11-22,0.6
1455,5663_2023-07-20,0.69
1456,5666_2023-10-09,0.08
1457,5669_2023-11-03,0.43
1458,5679_2023-11-25,0.18
1459,5682_2023-02-28,0.24
1460,5684_2023-12-14,0.23
1461,5688_2023-11-19,0.27
1462,5691_2023-12-14,0.53
1463,5692_2023-09-12,0.15
1464,5693_2023-02-09,0.1
1465,5697_2023-11-29,0.03
1466,5702_2023-08-07,0.55
1467,5703_2023-05-28,0.06
1468,5713_2023-11-09,0.79
1469,5714_2023-11-13,0.03
1470,5717_2023-12-05,0.55
1471,5718_2023-12-15,0.24
1472,5726_2023-12-12,0.11
1473,5729_2023-12-12,0.83
1474,5730_2023-12-11,0.56
1475,5736_2023-12-05,0.1
1476,5740_2023-05-25,0.04
1477,5743_2023-05-30,0.0
1478,5747_2023-08-23,0.18
1479,5768_2023-01-18,0.8
1480,5777_2023-06-14,0.92
1481,5781_2023-07-18,0.68
1482,5786_2023-12-12,0.75
1483,5789_2023-01-31,0.54
1484,5791_2023-11-20,0.86
1485,5797_2023-11-22,0.01
1486,5803_2023-12-19,0.11
1487,5804_2023-08-22,0.03
1488,5806_2023-12-20,0.05
1489,5810_2023-12-07,0.97
1490,5813_2023-12-13,0.53
1491,5819_2023-11-17,0.11
1492,5825_2023-12-08,0.14
1493,5828_2023-12-09,0.11
1494,5829_2023-12-20,0.61
1495,5836_2023-12-15,0.46
1496,5843_2023-11-14,0.56
1497,5846_2023-12-18,0.27
1498,5848_2023-11-21,0.11
1499,5865_2023-12-18,0.03
1500,5866_2023-12-18,0.17
1501,5869_2023-12-27,0.2
1502,5870_2023-11-09,0.03
1503,5871_2023-11-14,0.29
1504,5874_2023-12-03,0.04
1505,5882_2023-12-22,0.57
1506,5896_2023-12-20,0.48
1507,5897_2023-11-17,0.93
1508,5898_2023-11-14,0.02
1509,5899_2023-11-08,0.97
1510,5904_2023-11-20,0.26
1511,5906_2023-11-20,0.83
1512,5907_2023-11-14,0.16
1513,5910_2023-10-18,0.05
1514,5914_2023-12-12,0.22
1515,5917_2023-11-18,0.06
1516,5919_2023-11-15,0.06
1517,5928_2023-12-15,0.35
1518,5933_2023-05-16,0.24
1519,5941_2023-10-11,0.1
1520,5942_2023-12-14,0.27
1521,5945_2023-06-21,0.08
1522,5951_2023-11-21,0.61
1523,5957_2023-06-16,0.06
1524,5965_2023-04-21,0.04
1525,5969_2023-12-03,0.17
1526,5970_2023-03-07,0.37
1527,5971_2023-11-22,0.11
1528,5975_2023-12-21,0.14
1529,5976_2023-11-23,0.17
1530,5978_2023-04-12,0.05
1531,5990_2023-11-29,0.15
1532,5993_2023-03-02,0.92
1533,5994_2023-08-31,0.94
1534,5996_2023-02-07,0.8
1535,5998_2023-11-20,0.96
1536,6001_2023-11-21,0.17
1537,6006_2023-06-23,0.16
1538,6014_2023-11-03,0.96
1539,6016_2023-11-28,0.07
1540,6018_2023-11-15,0.13
1541,6020_2023-06-14,0.85
1542,6022_2023-12-22,0.94
1543,6023_2023-11-02,0.41
1544,6024_2023-08-10,0.08
1545,6029_2023-01-31,0.83
1546,6035_2023-11-13,0.82
1547,6038_2023-11-28,0.11
1548,6041_2023-11-16,0.05
1549,6044_2023-01-12,0.03
1550,6045_2023-11-29,0.06
1551,6046_2023-11-03,0.12
1552,6048_2023-11-09,0.28
1553,6051_2023-11-01,0.3
1554,6062_2023-12-13,0.07
1555,6066_2023-11-09,0.87
1556,6067_2023-08-03,0.71
1557,6068_2023-12-08,0.06
1558,6074_2023-08-08,0.07
1559,6076_2023-12-22,0.14
1560,6083_2023-09-01,0.07
1561,6084_2023-11-14,0.99
1562,6089_2023-04-25,0.03
1563,6092_2023-12-01,0.39
1564,6095_2023-12-07,0.19
1565,6103_2023-11-17,0.02
1566,6105_2023-12-12,0.09
1567,6110_2023-11-13,0.06
1568,6111_2023-12-08,0.25
1569,6117_2023-12-15,0.39
1570,6118_2023-12-26,0.06
1571,6119_2023-11-24,0.06
1572,6123_2023-11-21,0.15
1573,6124_2023-11-29,0.1
1574,6126_2023-11-21,0.04
1575,6127_2023-12-04,0.6
1576,6129_2023-12-13,0.8
1577,6131_2023-12-12,0.09
1578,6133_2023-10-02,0.03
1579,6140_2023-12-21,0.97
1580,6142_2023-06-23,0.8
1581,6145_2023-11-10,0.13
1582,6146_2023-11-17,0.71
1583,6150_2023-11-02,0.17
1584,6151_2023-12-18,0.94
1585,6152_2023-12-15,0.68
1586,6157_2023-12-05,0.24
1587,6165_2023-11-20,0.78
1588,6167_2023-11-27,0.91
1589,6168_2023-12-20,0.85
1590,6170_2023-03-06,0.07
1591,6180_2023-11-01,0.99
1592,6182_2023-12-11,0.33
1593,6183_2023-11-10,0.03
1594,6184_2023-12-12,0.98
1595,6185_2023-12-18,0.86
1596,6194_2023-06-30,0.15
1597,6196_2023-09-18,0.83
1598,6204_2023-12-19,0.93
1599,6205_2023-02-15,0.73
1600,6213_2023-02-08,0.83
1601,6218_2023-02-06,0.87
1602,6226_2023-02-02,0.99
1603,6229_2023-07-03,0.95
1604,6235_2023-10-18,0.09
1605,6243_2023-03-13,0.9
1606,6247_2023-11-27,0.9
1607,6248_2023-12-13,0.94
1608,6255_2023-07-27,0.77
1609,6257_2023-04-28,0.97
1610,6258_2023-05-31,0.87
1611,6262_2023-11-03,0.96
1612,6263_2023-11-16,0.75
1613,6268_2023-07-04,0.13
1614,6271_2023-11-23,0.05
1615,6282_2023-11-22,0.8
1616,6284_2023-12-06,0.24
1617,6294_2023-10-13,0.17
1618,6299_2023-07-24,0.07
1619,6301_2023-11-02,0.17
1620,6305_2023-07-11,0.15
1621,6308_2023-11-29,0.16
1622,6309_2023-11-16,0.18
1623,6314_2023-05-20,0.12
1624,6315_2023-08-03,0.18
1625,6319_2023-07-18,0.24
1626,6322_2023-07-28,0.45
1627,6327_2023-11-22,0.12
1628,6328_2023-07-20,0.09
1629,6331_2023-11-09,0.16
1630,6333_2023-11-03,0.04
1631,6334_2023-11-23,0.18
1632,6335_2023-12-26,0.37
1633,6336_2023-02-07,0.17
1634,6341_2023-12-19,0.01
1635,6343_2023-08-17,0.33
1636,6347_2023-11-13,0.27
1637,6350_2023-02-03,0.36
1638,6351_2023-11-30,0.1
1639,6355_2023-06-14,0.96
1640,6359_2023-11-23,0.11
1641,6363_2023-05-12,0.5
1642,6367_2023-11-29,0.36
1643,6369_2023-08-07,0.17
1644,6373_2023-11-22,0.46
1645,6377_2023-07-18,0.73
1646,6387_2023-12-01,0.0
1647,6393_2023-06-28,0.15
1648,6396_2023-11-02,0.79
1649,6398_2023-12-19,0.89
1650,6403_2023-12-20,0.58
1651,6412_2023-11-29,0.38
1652,6413_2023-11-10,0.09
1653,6415_2023-11-01,0.08
1654,6423_2023-04-25,0.64
1655,6436_2023-11-30,0.11
1656,6437_2023-06-22,0.2
1657,6438_2023-01-23,0.06
1658,6449_2023-12-21,0.72
1659,6450_2023-06-06,0.37
1660,6452_2023-12-12,0.08
1661,6458_2023-07-27,0.15
1662,6462_2023-10-11,0.15
1663,6463_2023-11-09,0.1
1664,6464_2023-11-24,0.24
1665,6465_2023-12-15,0.14
1666,6466_2023-12-11,0.15
1667,6470_2023-05-24,0.12
1668,6475_2023-11-29,0.01
1669,6477_2023-12-28,0.03
1670,6479_2023-11-10,0.08
1671,6486_2023-07-26,0.11
1672,6493_2023-12-12,0.93
1673,6494_2023-11-22,0.78
1674,6495_2023-11-08,0.92
1675,6501_2023-12-26,0.19
1676,6503_2023-11-07,0.02
1677,6507_2023-12-08,0.09
1678,6513_2023-07-06,0.28
1679,6514_2023-12-22,0.45
1680,6515_2023-12-11,0.9
1681,6518_2023-11-01,0.01
1682,6519_2023-12-08,0.11
1683,6530_2023-12-08,0.18
1684,6531_2023-12-21,0.08
1685,6540_2023-06-12,0.06
1686,6543_2023-11-28,0.23
1687,6550_2023-07-08,0.16
1688,6567_2023-12-01,0.21
1689,6570_2023-12-27,0.51
1690,6577_2023-12-14,0.03
1691,6584_2023-12-18,0.01
1692,6585_2023-12-01,0.03
1693,6592_2023-08-23,0.16
1694,6600_2023-08-21,0.13
1695,6601_2023-12-25,0.91
1696,6603_2023-11-24,0.02
1697,6613_2023-08-04,0.05
1698,6616_2023-11-30,0.02
1699,6621_2023-11-13,0.05
1700,6629_2023-12-01,0.13
1701,6633_2023-03-30,0.06
1702,6639_2023-12-22,0.96
1703,6640_2023-08-14,0.75
1704,6641_2023-06-20,0.56
1705,6643_2023-10-31,0.84
1706,6645_2023-11-27,0.4
1707,6647_2023-04-12,0.11
1708,6653_2023-11-27,0.12
1709,6661_2023-11-08,0.73
1710,6664_2023-11-30,0.25
1711,6667_2023-10-22,0.09
1712,6668_2023-11-13,0.1
1713,6673_2023-12-14,0.91
1714,6678_2023-11-15,0.96
1715,6683_2023-12-09,0.29
1716,6692_2023-12-15,0.84
1717,6693_2023-12-15,0.3
1718,6696_2023-11-21,0.1
1719,6705_2023-11-03,0.1
